category,question,answer,source
요금 및 견적,3박 이상 예약 시 어떤 서비스를 제공받나요?,무료 공항픽업,액티벤처:90157
요금 및 견적,W 발리 호텔 예약은 전체 기간 동일 시즌으로 계산되나?,아니요.,액티벤처:90177
상품예약 및 결제,아디와나 비스마 호텔은 허니문 베네핏을 제공하나?,네.,액티벤처:90174
상품예약 및 결제,리조트 예약에 필요한 정보는 어떻게 보내야 하나요?,이메일로,액티벤처:90169
요금 및 견적,공항 픽업 서비스에 별도 조건이 있나?,아니요.,액티벤처:90170
요금 및 견적,림바 호텔의 2 Bedroom Resort View Room 가격이 아야나 리조트보다 저렴한가요?,아니요.,액티벤처:90175
요금 및 견적,골프장 예약은 어떻게 진행되었나요?,이른 오전 시간대 예약,액티벤처:90181
요금 및 견적,파드마우붓 예약에서 무엇을 선택하려고 해?,프리미어 오버사이즈 트윈룸,액티벤처:90170
요금 및 견적,안다즈 호텔 6세 이상 어린이 두 명과 입실하려면 시그니처룸만 이용 가능한거야?,"아니, 안다즈 스위트룸도 이용할 수 있어.",액티벤처:90177
요금 및 견적,3박 이상 예약하면 무료 혜택이 있나요?,네.,액티벤처:90176
요금 및 견적,물리아 호텔의 공항 픽업 서비스는 어떻게 받을 수 있나?,첫 숙소 예약으로 가능,액티벤처:90180
요금 및 견적,호텔 예약 정보는 어떻게 보내야 하나요?,이메일로,액티벤처:90176
상품예약 및 결제,호텔 방 2개를 어떻게 나눌 수 있나요?,2박씩 나누기,액티벤처:90190
요금 및 견적,아디와나 리조트 예약이 가능한가?,아니요.,액티벤처:90179
요금 및 견적,공항 픽업은 어떻게 제공되나요?,무료 1회 제공,액티벤처:90171
상품예약 및 결제,추가 요금 결제는 어떻게 하는 것이 좋나요?,미리 결제,액티벤처:90178
상품예약 및 결제,발리 우붓 지역 투어는 어떤 차량으로 진행되나요?,도요타 하이에이스,액티벤처:90186
요금 및 견적,물리아 호텔은 현재 얼리버드 할인 프로모션을 진행하고 있나?,예.,액티벤처:90180
요금 및 견적,물리아 빌라에서 숙박 옵션은 어떻게 구성되어 있나요?,2베드룸 2개 또는 2베드룸 1개와 1베드룸 1개,액티벤처:90173
요금 및 견적,더물리아 Royal Suite Ocean Court 객실은 어떻게 예약할 수 있나요?,아동 2인과 함께 입실,액티벤처:90183
상품예약 및 결제,오늘 기준으로 객실 예약이 가능한가요?,네.,액티벤처:90182
상품예약 및 결제,도요타 하이에이스 이용 시간은 몇 시간을 기준으로 하나요?,10시간,액티벤처:90186
상품예약 및 결제,3박 미만 예약 시 공항픽업 서비스를 받을 수 있나요?,아니요.,액티벤처:90185
요금 및 견적,더물리아 호텔 예약은 어떻게 진행하나요?,이메일로 정보 전송,액티벤처:90188
요금 및 견적,림바 호텔 3박 이상 예약 시 공항 픽업이 무료야?,응.,액티벤처:90194
요금 및 견적,공항에서 리조트로 이동할 때 어떤 서비스를 제공받을 수 있어?,픽업 서비스,액티벤처:90191
상품예약 및 결제,발리 여행 예약을 위해 이메일로 보내야 할 정보가 있나요?,네.,액티벤처:90186
상품예약 및 결제,공항과 호텔 사이 픽업 서비스를 원하나요?,네.,액티벤처:90184
상품예약 및 결제,공항에서 호텔까지 픽업 서비스가 가능한가요?,네.,액티벤처:90190
요금 및 견적,Deluxe Room 가격에 조식이 포함되어 있지 않나요?,아니요.,액티벤처:90192
요금 및 견적,호텔 예약 시 조식이 포함되어 있나요?,네.,액티벤처:90215
요금 및 견적,마라리버 호텔에서 사파리 무료입장 혜택이 있나?,네.,액티벤처:90198
요금 및 견적,이 여행 예약의 대상 인원은 어떻게 되지?,"성인 2명, 9세 어린이 1명",액티벤처:90194
요금 및 견적,림바짐바란 리조트에 객실 예약이 가능한가요?,아니요.,액티벤처:90193
요금 및 견적,15세 이상 투숙객은 어떻게 계산되나요?,성인으로 간주,액티벤처:90192
상품예약 및 결제,더웨스턴우붓 호텔에서 미니바 무료 혜택이 있나요?,"네, 있어요.",액티벤처:90202
요금 및 견적,림바 호텔 예약 시 공항 픽업 서비스가 모든 예약에 포함되나?,아니요.,액티벤처:90197
요금 및 견적,리조트 예약 시 필요한 정보는 어떻게 제출하나요?,이메일로 제출,액티벤처:90210
요금 및 견적,4인 가족이 호텔에서 숙박할 때 어떻게 객실을 예약할 수 있나요?,이메일로 신청,액티벤처:90196
요금 및 견적,호텔 예약 시 제공되는 무료 서비스는 무엇인가?,트랜스퍼,액티벤처:90205
상품예약 및 결제,호텔들의 허니문 특전이 있나요?,네.,액티벤처:90199
요금 및 견적,더물리아 2박 패키지에 특별한 혜택이 있나요?,네.,액티벤처:90188
"일반문의(여행준비, 인터넷, 교통, 안전 등)",물리아 리조트 패키지는 얼마인가요?,5박 $2365,액티벤처:90200
요금 및 견적,만 5세 아동은 호텔 숙박 시 추가 비용이 발생하나요?,아니요.,액티벤처:90196
요금 및 견적,모든 날짜에 체크아웃이 가능한가요?,아니요.,액티벤처:90183
"일반문의(여행준비, 인터넷, 교통, 안전 등)",세가라 리조트의 모든 객실이 예약 가능한가요?,아니요.,액티벤처:90200
요금 및 견적,리조트 간 이동은 어떻게 할 수 있나요?,$30 지불,액티벤처:90208
요금 및 견적,마라리버 호텔의 아동 추가비용은 얼마야?,$55/박,액티벤처:90198
"일반문의(여행준비, 인터넷, 교통, 안전 등)",W호텔 식사는 무료로 변경 가능한가?,아니요.,액티벤처:90232
"일반문의(여행준비, 인터넷, 교통, 안전 등)",아야나 호텔의 특전으로 무엇을 제공하나요?,"탈라소테라피 풀, 맥주/음료",액티벤처:90201
요금 및 견적,아동 조식 비용은 어떻게 계산되나요?,연령별 차등 적용,액티벤처:90193
"일반문의(여행준비, 인터넷, 교통, 안전 등)",더물리아 호텔에서 특전으로 식사를 제공하나요?,네.,액티벤처:90201
요금 및 견적,누사두아 더물리아 호텔에서 엑스트라베드를 추가할 수 있나?,아니요.,액티벤처:90191
요금 및 견적,4박 미만 예약 시 프라이빗 요가와 마사지가 제공되나?,아니요.,액티벤처:90205
상품예약 및 결제,아야나 호텔 대신 다른 호텔로 대체할 수 있나요?,네.,액티벤처:90204
요금 및 견적,항공권을 리조트와 함께 구매할 수 있나요?,아니요.,액티벤처:90210
요금 및 견적,예약에 필요한 정보는 어떻게 보내야 해?,이메일로 전송,액티벤처:90206
요금 및 견적,호텔 예약은 어떻게 진행해야 해?,이메일로 정보 전송,액티벤처:90194
요금 및 견적,하드락 리조트는 3박 이상 예약 시 무료 공항 픽업 서비스를 제공하나요?,네.,액티벤처:90207
요금 및 견적,모든 객실에 조식이 포함되어 있나요?,네.,액티벤처:90203
요금 및 견적,2박 예약 시 무료로 제공되는 혜택은 무엇인가?,런치 단품 2인 1회,액티벤처:90212
요금 및 견적,호텔 예약 시 베드 타입은 어떻게 확인할 수 있나요?,요청은 가능하나 보장 어려움,액티벤처:90215
요금 및 견적,패스트트랙 서비스를 제공하나요?,아니요.,액티벤처:90208
요금 및 견적,얼스위트 가든뷰 객실은 예약 가능한가?,아니요.,액티벤처:90214
상품예약 및 결제,더웨스턴우붓 호텔 예약은 어떻게 진행하나요?,객실 2개로 입실,액티벤처:90202
요금 및 견적,3박 예약 시 디럭스룸에서 주니어 스위트로 무료 업그레이드가 가능한가?,아니요.,액티벤처:90212
요금 및 견적,콘래드 호텔 예약은 어떻게 신청하나요?,이메일로 신청,액티벤처:90229
요금 및 견적,더물리아 호텔에서 성인 3명이 함께 입실할 수 있나요?,아니요.,액티벤처:90235
요금 및 견적,3박 이상 예약 시 공항 픽업 서비스를 제공하나요?,네.,액티벤처:90221
요금 및 견적,아동 요금은 어떻게 책정되나?,연령별 차등,액티벤처:90213
상품예약 및 결제,파드마 우붓 객실은 예약 가능한가요?,아니요.,액티벤처:90216
요금 및 견적,하드락 호텔에 현재 객실이 있나요?,아니요.,액티벤처:90206
요금 및 견적,객실 베드 타입은 요청할 수 있어?,응.,액티벤처:90213
요금 및 견적,아동 조식은 모든 연령대에 무료인가요?,아니요.,액티벤처:90218
상품예약 및 결제,비세사 우붓 객실은 어떻게 예약 혜택을 받을 수 있나요?,3박 이상 예약,액티벤처:90216
상품예약 및 결제,투어 후 다음 호텔로 이동이 가능한가요?,"네, 가능해요.",액티벤처:90225
요금 및 견적,누사두아 캠핀스키 호텔은 공항 픽업 서비스가 있나요?,네.,액티벤처:90254
요금 및 견적,마야 사누르 객실의 침대는 어떻게 배치할 수 있어?,Twin 또는 King 선택 가능,액티벤처:90221
요금 및 견적,무료 공항 픽업 서비스는 어떻게 받을 수 있나요?,3박 이상 예약 시,액티벤처:90218
상품예약 및 결제,12시 체크아웃 후에도 호텔 시설 이용이 가능한가요?,네.,액티벤처:90219
상품예약 및 결제,물리아 호텔에서 프로모션을 제공하나요?,네.,액티벤처:90238
요금 및 견적,아동 조식은 무료로 제공되나요?,아니요.,액티벤처:90227
상품예약 및 결제,공항 픽업 서비스는 어떻게 받을 수 있나요?,3박 이상 예약 시,액티벤처:90223
요금 및 견적,3박 이상 예약 시 무료 공항 픽업 혜택이 있나요?,네.,액티벤처:90217
요금 및 견적,르네상스 울루와뚜에 엑스트라 베드를 추가하나요?,아니요.,액티벤처:90220
요금 및 견적,파드마 리조트 우붓에서 어린이 추가비용이 발생하나요?,아니요.,액티벤처:90222
요금 및 견적,아동의 숙박은 어떻게 처리되나요?,베드쉐어,액티벤처:90227
상품예약 및 결제,더물리아와 리츠칼튼에 어른 2명과 아이 3명이 입실 가능한가?,아니요.,액티벤처:90224
상품예약 및 결제,Umana Bali 리조트에서 숙박 시 제공되는 특전은 뭐야?,"2인 런치·디너 세트, 조식",액티벤처:90219
상품예약 및 결제,데이크루즈는 어떤 방식으로 진행되나요?,하루 일정으로 진행,액티벤처:90225
요금 및 견적,캠핀스키 호텔 예약 시 무료로 제공되는 서비스는 어떻게 받을 수 있나요?,3박 이상 예약,액티벤처:90235
상품예약 및 결제,클럽룸 예약 시 클럽라운지 이용이 가능한가요?,네.,액티벤처:90223
요금 및 견적,호텔에서 진행하는 연말 이벤트는 무엇인가요?,의무 디너,액티벤처:90222
상품예약 및 결제,객실은 어떤 방식으로 예약할 수 있어?,2명씩 나눔,액티벤처:90226
요금 및 견적,바이스로이 호텔은 현재 예약 가능한가요?,아니요.,액티벤처:90228
요금 및 견적,발리 신혼여행 SNS 명소는 어떻게 다녀올 수 있어?,당일치기 투어로,액티벤처:90233
상품예약 및 결제,하드락 호텔에 예약이 가능한가?,아니요.,액티벤처:90226
요금 및 견적,3박 이상 예약하면 공항 픽업 서비스를 받을 수 있어?,응.,액티벤처:90237
요금 및 견적,물리아 기본룸에 소파배드가 있나요?,아니요.,액티벤처:90243
요금 및 견적,발리 여행에서 마사지 예약이 가능해?,응.,액티벤처:90233
요금 및 견적,아동 2명이 모두 성인으로 간주되나요?,아니요.,액티벤처:90230
요금 및 견적,멜리아 호텔의 올인클루시브는 전체 투숙일에 모두 이용해야 하나요?,네.,액티벤처:90229
요금 및 견적,3박 이상 예약 시 공항 픽업 서비스가 무료로 제공되나요?,네.,액티벤처:90234
요금 및 견적,더물리아 호텔에 3+1박 무료 혜택이 있나요?,네.,액티벤처:90231
요금 및 견적,발리 여행 예약은 어떻게 진행하나요?,이메일로 정보 전송,액티벤처:90243
요금 및 견적,길리섬 숙소 예약은 어떻게 할 수 있나요?,이메일로 정보 전송,액티벤처:90228
요금 및 견적,레이트 체크아웃은 어떻게 이용할 수 있나요?,1박 추가 비용 지불,액티벤처:90231
요금 및 견적,골프 예약 시 4인 미만인 경우 누구와 함께 조인될 수 있나요?,다른 골퍼들,액티벤처:90251
상품예약 및 결제,물리아 1배드룸 빌라에 아동 2인이 함께 묵을 수 있나요?,아니요.,액티벤처:90240
요금 및 견적,예약 시 정보는 어떻게 보내야 하나?,이메일로,액티벤처:90237
상품예약 및 결제,3박 이상 예약 시 공항 픽업 서비스가 무료인가요?,네.,액티벤처:90239
요금 및 견적,만 3세 유아 2명 모두 무료 투숙이 가능한가?,아니요.,액티벤처:90241
상품예약 및 결제,아야나 호텔에서 9세 미만 아동 입실이 가능한가?,아니요.,액티벤처:90247
